,Player,Nation,Position,Club,Age,Born,Match Played,Starts,Minutes Played,90s,Goals,Assist,G-PK,Penalty Kicks,PKatt,Yellow Card,Red Card,Goals/90,Assist/90,G+A/90,G-PK/90,G+A-PK,xG,npxG,xA,xAG,Assist-xAG,npxG+xAG,xG/90,xA/90,xAG/90,xG+xAG,npxG/90,npxG+xAG/90,Shots Total,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK(Shot),npxG/Sh,G-xG,np:G-xG,Passes Completed,Passes Attempted,Pass Completion%,TotDist,PrgDist,Passes Completed(Short),Passes Attempted(Short),Passes Completion%(Short),Passes Completed(Medium),Passes Attempted(Medium),Passes Completion%(Medium),Passes Completed(Long),Passes Attempted(Long),Passes Completion%(Long),Key Passes,Completed Passes to Attacking Third,Completed Passes to Penalty Area,Completed Crosses to Penalty Are,Progressive Pass Completed,Live Ball Passes,Dead Ball Passes,Passes from Free Kick,TB,Passes 40yds+,Crosses,Throw-ins Taken,Corner Kick,Inswinging Corner Kick,Outswinging Corner Kick,Straight Corner Kick,Passes leading to Offside,Passes Blocked,Shots Creating Action,SCA/90,PassLive(SCA),PassDead(SCA),Dribble(SCA),Shot(SCA),Fouls Drawn(SCA),Defensive Action(SCA),Goals Creating Action,GCA/90,PassLive(GCA),PassDead(GCA),Dribble(GCA),Shot(GCA),Fouls Drawn(GCA),Defensive Action(GCA),Touches,Touches in Defensive Penalty Area,Touches in Defensive 3rd,Touches in Middle 3rd,Touches in Attacking 3rd,Touches in Attacking Penalty Area,Live Ball Touches,Dribble Success,Dribble Attempted,Dribble Success%,Mis,Ball Lost (Tackled),Passes Received,Progressive Pass Received,Tackles Attempted,Tackles Won,Tackles in Defensive 3rd,Tackles in Middle 3rd,Tackles in Attacking 3rd,Tackle Won (vsDribble),Tackle Attempted (vsDribble),Tackle% (vsDribble),Dribbled Past (vsDribble),Blocks,Shots Blocked,Pass Blocked,Interception,Tackle + Interception,Clearance,Error Leads to Shot
432,Vitor Mendes,br BRA,DF,Juventude,22,1999,19,19,1647,18.3,1,0,1,0,0,10,1,0.05,0.0,0.05,0.05,0.05,1.1,1.0,0.1,0.1,-0.1,1.1,0.06,0.00546448087431694,0.01,0.06,0.05,0.06,16,4,25.0,0.87,0.22,0.06,0.25,15.0,0.0,0.06,-0.1,0.0,651.0,792.0,82.2,13269.0,4855.0,194.0,225.0,86.2,355.0,388.0,91.5,95.0,158.0,60.1,2.0,25.0,1.0,0.0,21.0,761.0,31.0,27.0,0.0,2.0,0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.66,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,962.0,141.0,568.0,372.0,31.0,17.0,962.0,0.0,2.0,0.0,12.0,2.0,599.0,1.0,19.0,9,16.0,3.0,0.0,11.0,23.0,47.8,12.0,13.0,11.0,2.0,27,46.0,73.0,0.0
434,Bruno Méndez,uy URU,DF,Corinthians,22,1999,18,13,1133,12.6,0,1,0,0,0,1,1,0.0,0.08,0.08,0.0,0.08,0.6,0.6,0.2,0.4,0.6,0.9,0.04,0.015873015873015876,0.03,0.07,0.04,0.07,4,1,25.0,0.32,0.08,0.0,0.0,8.5,0.0,0.15,-0.6,-0.6,557.0,717.0,77.7,10271.0,3740.0,210.0,240.0,87.5,287.0,348.0,82.5,54.0,110.0,49.1,2.0,27.0,0.0,0.0,22.0,617.0,99.0,11.0,0.0,2.0,11,88.0,0.0,0.0,0.0,0.0,1.0,6.0,13.0,1.03,8.0,2.0,0.0,2.0,0.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,836.0,64.0,337.0,416.0,87.0,10.0,836.0,4.0,6.0,66.7,5.0,5.0,501.0,4.0,29.0,19,21.0,8.0,0.0,15.0,26.0,57.7,11.0,21.0,8.0,13.0,18,47.0,31.0,0.0
435,Stiven Mendoza,co COL,FW,Ceará,29,1992,29,28,2331,25.9,10,1,9,1,2,6,0,0.39,0.04,0.42,0.35,0.39,11.0,9.4,2.6,2.3,-1.3,11.6,0.43,0.1003861003861004,0.09,0.51,0.36,0.45,81,27,33.3,3.13,1.04,0.11,0.33,16.4,2.0,0.12,-1.0,-0.4,503.0,685.0,73.4,7146.0,1881.0,312.0,374.0,83.4,127.0,168.0,75.6,37.0,66.0,56.1,33.0,32.0,26.0,11.0,43.0,667.0,14.0,5.0,2.0,7.0,53,7.0,1.0,0.0,0.0,0.0,4.0,23.0,81.0,3.13,57.0,1.0,5.0,12.0,5.0,1.0,4.0,0.15,2.0,0.0,0.0,2.0,0.0,0.0,990.0,11.0,90.0,357.0,571.0,120.0,988.0,44.0,97.0,45.4,61.0,52.0,785.0,161.0,22.0,9,8.0,6.0,8.0,9.0,17.0,52.9,8.0,16.0,0.0,16.0,4,26.0,6.0,0.0
436,Ramon Menezes Roma,br BRA,DF,Atl Goianiense,26,1995,14,14,1260,14.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,0.0,0.0,0.8,0.06,0.014285714285714287,0.0,0.06,0.06,0.06,6,2,33.3,0.43,0.14,0.0,0.0,9.5,0.0,0.13,-0.8,-0.8,655.0,722.0,90.7,13805.0,5392.0,170.0,188.0,90.4,393.0,413.0,95.2,87.0,110.0,79.1,1.0,29.0,0.0,0.0,26.0,712.0,10.0,9.0,0.0,6.0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.79,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,819.0,120.0,459.0,343.0,18.0,10.0,819.0,0.0,1.0,0.0,1.0,1.0,561.0,0.0,7.0,3,6.0,1.0,0.0,2.0,8.0,25.0,6.0,7.0,7.0,0.0,15,22.0,50.0,0.0
438,Gabriel Mercado,ar ARG,DF,Internacional,34,1987,26,23,2128,23.6,0,0,0,0,0,9,1,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.2,-0.2,0.6,0.02,0.00423728813559322,0.01,0.02,0.02,0.02,8,4,50.0,0.34,0.17,0.0,0.0,15.8,0.0,0.05,-0.4,-0.4,923.0,1029.0,89.7,17032.0,6086.0,342.0,364.0,94.0,483.0,522.0,92.5,83.0,114.0,72.8,4.0,38.0,0.0,0.0,29.0,982.0,45.0,40.0,0.0,3.0,4,4.0,0.0,0.0,0.0,0.0,2.0,7.0,16.0,0.68,13.0,0.0,0.0,0.0,2.0,1.0,2.0,0.08,1.0,0.0,0.0,0.0,1.0,0.0,1227.0,180.0,599.0,597.0,37.0,13.0,1227.0,0.0,6.0,0.0,5.0,0.0,812.0,2.0,30.0,21,26.0,4.0,0.0,21.0,30.0,70.0,9.0,28.0,18.0,10.0,30,60.0,79.0,0.0
441,Messias,br BRA,DF,Ceará,27,1994,25,24,2067,23.0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.4,0.6,-0.6,1.4,0.04,0.017391304347826087,0.02,0.06,0.04,0.06,13,2,15.4,0.57,0.09,0.0,0.0,12.7,0.0,0.07,-0.9,-0.9,594.0,768.0,77.3,11791.0,4256.0,172.0,202.0,85.1,357.0,423.0,84.4,62.0,127.0,48.8,7.0,42.0,2.0,1.0,32.0,746.0,20.0,20.0,0.0,5.0,1,0.0,0.0,0.0,0.0,0.0,2.0,5.0,10.0,0.44,8.0,0.0,0.0,1.0,0.0,1.0,2.0,0.09,1.0,0.0,0.0,1.0,0.0,0.0,969.0,152.0,456.0,481.0,35.0,24.0,969.0,1.0,1.0,100.0,2.0,1.0,538.0,3.0,11.0,8,7.0,4.0,0.0,7.0,10.0,70.0,3.0,27.0,17.0,10.0,23,34.0,115.0,0.0
443,Michel,br BRA,DF,Ceará,31,1990,17,12,1066,11.8,0,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,0.3,0.3,0.4,0.4,0.6,0.7,0.02,0.03389830508474576,0.04,0.06,0.02,0.06,8,1,12.5,0.68,0.08,0.0,0.0,24.0,0.0,0.04,-0.3,-0.3,450.0,573.0,78.5,6724.0,2951.0,253.0,283.0,89.4,167.0,214.0,78.0,17.0,41.0,41.5,3.0,40.0,5.0,3.0,32.0,468.0,103.0,6.0,0.0,0.0,34,97.0,0.0,0.0,0.0,0.0,2.0,9.0,13.0,1.1,10.0,1.0,0.0,1.0,1.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,672.0,35.0,216.0,303.0,158.0,7.0,672.0,6.0,9.0,66.7,10.0,4.0,378.0,18.0,10.0,8,5.0,3.0,2.0,3.0,7.0,42.9,4.0,6.0,4.0,2.0,15,25.0,22.0,0.0
445,Fernando Miguel,br BRA,GK,Fortaleza,36,1985,20,20,1800,20.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,318.0,488.0,65.2,10007.0,7932.0,58.0,58.0,100.0,132.0,133.0,99.2,124.0,289.0,42.9,1.0,10.0,0.0,0.0,0.0,270.0,215.0,54.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.15,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.0,454.0,526.0,1.0,0.0,0.0,527.0,0.0,0.0,,0.0,0.0,131.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,4.0,2.0
446,Miranda,br BRA,DF,São Paulo,37,1984,15,14,1152,12.8,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.1,0.0,0.0,1.7,0.13,0.0078125,0.0,0.13,0.13,0.13,9,2,22.2,0.7,0.16,0.0,0.0,10.2,0.0,0.18,-1.6,-1.6,547.0,622.0,87.9,11329.0,4023.0,118.0,133.0,88.7,325.0,351.0,92.6,85.0,114.0,74.6,1.0,22.0,0.0,0.0,28.0,562.0,60.0,34.0,0.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.86,7.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.0,113.0,392.0,354.0,15.0,14.0,758.0,3.0,4.0,75.0,3.0,0.0,439.0,1.0,18.0,15,16.0,2.0,0.0,11.0,18.0,61.1,7.0,17.0,9.0,8.0,13,31.0,67.0,0.0
447,Paulo Miranda,br BRA,DF,Juventude,33,1988,19,16,1476,16.4,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.3,-0.3,0.9,0.04,0.006097560975609757,0.02,0.05,0.04,0.05,12,3,25.0,0.73,0.18,0.0,0.0,12.1,0.0,0.05,-0.6,-0.6,653.0,768.0,85.0,13472.0,5060.0,185.0,199.0,93.0,371.0,415.0,89.4,92.0,140.0,65.7,2.0,34.0,0.0,0.0,34.0,729.0,37.0,36.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,0.61,8.0,0.0,0.0,2.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,931.0,144.0,503.0,397.0,35.0,21.0,931.0,0.0,1.0,0.0,6.0,1.0,585.0,3.0,6.0,4,6.0,0.0,0.0,2.0,5.0,40.0,3.0,21.0,18.0,3.0,22,28.0,89.0,0.0
450,Moises,br BRA,FWMF,Fortaleza,25,1996,37,27,2250,25.0,7,3,7,0,0,0,0,0.28,0.12,0.4,0.28,0.4,6.2,6.2,1.9,2.4,0.6,8.6,0.25,0.076,0.1,0.35,0.25,0.35,58,22,37.9,2.32,0.88,0.12,0.32,18.0,2.0,0.11,0.8,0.8,421.0,584.0,72.1,6698.0,1587.0,230.0,291.0,79.0,136.0,169.0,80.5,40.0,71.0,56.3,31.0,35.0,21.0,3.0,48.0,543.0,39.0,4.0,4.0,7.0,27,18.0,11.0,9.0,2.0,0.0,2.0,22.0,82.0,3.28,49.0,1.0,15.0,11.0,5.0,1.0,10.0,0.4,6.0,0.0,1.0,2.0,1.0,0.0,872.0,23.0,85.0,321.0,487.0,108.0,872.0,65.0,126.0,51.6,61.0,37.0,610.0,150.0,16.0,12,4.0,5.0,7.0,10.0,40.0,25.0,30.0,15.0,2.0,13.0,10,26.0,19.0,0.0
451,Rodrigo Moledo,br BRA,DF,Internacional,34,1987,20,14,1218,13.5,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.1,0.3,-0.3,1.7,0.11,0.007407407407407408,0.02,0.13,0.11,0.13,18,5,27.8,1.33,0.37,0.0,0.0,11.2,0.0,0.08,-1.4,-1.4,456.0,522.0,87.4,8578.0,2656.0,147.0,162.0,90.7,267.0,293.0,91.1,35.0,51.0,68.6,3.0,18.0,0.0,0.0,17.0,501.0,20.0,20.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,0.52,3.0,0.0,0.0,3.0,1.0,0.0,1.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0,708.0,110.0,350.0,329.0,33.0,26.0,708.0,1.0,4.0,25.0,9.0,2.0,423.0,1.0,26.0,16,19.0,7.0,0.0,11.0,11.0,100.0,0.0,23.0,17.0,6.0,23,49.0,74.0,0.0
453,Moraes,br BRA,DFMF,Juventude,24,1997,19,14,1366,15.2,1,1,1,0,0,4,0,0.07,0.07,0.13,0.07,0.13,1.0,1.0,1.1,0.6,0.4,1.6,0.06,0.07236842105263158,0.04,0.1,0.06,0.1,19,7,36.8,1.25,0.46,0.05,0.14,24.6,0.0,0.05,0.0,0.0,494.0,701.0,70.5,8368.0,3188.0,253.0,280.0,90.4,195.0,272.0,71.7,43.0,109.0,39.4,11.0,35.0,14.0,7.0,39.0,556.0,142.0,10.0,0.0,3.0,53,118.0,14.0,2.0,8.0,0.0,3.0,23.0,35.0,2.31,21.0,8.0,1.0,1.0,3.0,1.0,2.0,0.13,1.0,0.0,0.0,1.0,0.0,0.0,877.0,55.0,294.0,358.0,240.0,21.0,877.0,17.0,41.0,41.5,21.0,17.0,443.0,40.0,26.0,19,17.0,8.0,1.0,13.0,22.0,59.1,9.0,9.0,4.0,5.0,29,55.0,33.0,0.0
460,Gustavo Mosquito,br BRA,FWMF,Corinthians,24,1997,22,13,1132,12.6,3,3,3,0,0,1,0,0.24,0.24,0.48,0.24,0.48,1.5,1.5,1.7,2.2,0.8,3.8,0.12,0.1349206349206349,0.18,0.3,0.12,0.3,15,5,33.3,1.19,0.4,0.2,0.6,13.6,0.0,0.1,1.5,1.5,288.0,394.0,73.1,4139.0,932.0,182.0,209.0,87.1,73.0,114.0,64.0,21.0,38.0,55.3,18.0,16.0,10.0,4.0,21.0,367.0,25.0,4.0,0.0,1.0,51,4.0,17.0,3.0,12.0,0.0,2.0,11.0,34.0,2.71,17.0,6.0,5.0,1.0,5.0,0.0,4.0,0.32,2.0,1.0,1.0,0.0,0.0,0.0,506.0,12.0,73.0,208.0,230.0,46.0,506.0,17.0,45.0,37.8,21.0,15.0,384.0,68.0,14.0,4,4.0,5.0,5.0,7.0,13.0,53.8,6.0,4.0,1.0,3.0,4,18.0,11.0,1.0
461,Hugo Moura,br BRA,MF,Atl Paranaense,24,1998,25,21,1750,19.4,1,0,1,0,0,5,1,0.05,0.0,0.05,0.05,0.05,0.5,0.5,0.4,0.5,-0.5,1.0,0.02,0.02061855670103093,0.03,0.05,0.02,0.05,16,6,37.5,0.82,0.31,0.06,0.17,25.5,0.0,0.03,0.5,0.5,643.0,779.0,82.5,12714.0,2929.0,235.0,273.0,86.1,298.0,325.0,91.7,96.0,138.0,69.6,9.0,66.0,4.0,1.0,35.0,753.0,25.0,22.0,1.0,13.0,8,2.0,1.0,0.0,0.0,0.0,1.0,17.0,31.0,1.59,23.0,0.0,0.0,2.0,2.0,4.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,996.0,47.0,262.0,636.0,114.0,9.0,996.0,9.0,14.0,64.3,23.0,7.0,609.0,12.0,40.0,23,21.0,19.0,0.0,21.0,50.0,42.0,29.0,29.0,5.0,24.0,43,83.0,27.0,0.0
462,Alex Muralha,br BRA,GK,Coritiba,32,1989,19,19,1710,19.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,341.0,497.0,68.6,9127.0,6563.0,94.0,94.0,100.0,129.0,131.0,98.5,113.0,263.0,43.0,0.0,5.0,1.0,0.0,0.0,275.0,218.0,40.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,460.0,536.0,3.0,0.0,0.0,539.0,0.0,0.0,,0.0,0.0,145.0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,10.0,2.0
463,Muriqui,br BRA,FWMF,Avaí,35,1986,26,18,1289,14.3,4,0,2,2,2,2,0,0.28,0.0,0.28,0.14,0.14,4.8,3.2,0.9,0.7,-0.7,3.9,0.33,0.06293706293706293,0.05,0.38,0.22,0.27,18,3,16.7,1.26,0.21,0.11,0.67,16.1,0.0,0.18,-0.8,-1.2,277.0,376.0,73.7,3996.0,1113.0,155.0,183.0,84.7,90.0,128.0,70.3,15.0,27.0,55.6,9.0,33.0,9.0,0.0,36.0,363.0,11.0,2.0,2.0,3.0,12,3.0,1.0,0.0,0.0,0.0,2.0,9.0,30.0,2.09,25.0,0.0,0.0,0.0,4.0,1.0,4.0,0.28,2.0,0.0,0.0,0.0,2.0,0.0,506.0,5.0,43.0,271.0,197.0,37.0,504.0,8.0,27.0,29.6,25.0,12.0,372.0,85.0,20.0,6,4.0,14.0,2.0,10.0,25.0,40.0,15.0,11.0,0.0,11.0,10,30.0,5.0,0.0
466,Natan,br BRA,DF,Bragantino,20,2001,32,32,2880,32.0,2,1,2,0,0,5,0,0.06,0.03,0.09,0.06,0.09,1.7,1.7,0.9,1.0,0.0,2.6,0.05,0.028125,0.03,0.08,0.05,0.08,16,7,43.8,0.5,0.22,0.13,0.29,14.6,0.0,0.1,0.3,0.3,1323.0,1515.0,87.3,28021.0,8132.0,359.0,389.0,92.3,727.0,797.0,91.2,221.0,305.0,72.5,15.0,93.0,11.0,3.0,94.0,1447.0,66.0,61.0,0.0,30.0,9,5.0,0.0,0.0,0.0,0.0,2.0,3.0,28.0,0.87,25.0,0.0,1.0,1.0,0.0,1.0,3.0,0.09,2.0,0.0,0.0,0.0,0.0,1.0,1763.0,220.0,858.0,851.0,66.0,22.0,1763.0,11.0,15.0,73.3,7.0,7.0,1189.0,5.0,36.0,25,27.0,9.0,0.0,20.0,30.0,66.7,10.0,22.0,15.0,7.0,32,68.0,112.0,1.0
467,Natanael,br BRA,DF,Coritiba,20,2002,25,15,1437,16.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.6,-0.6,0.7,0.01,0.0375,0.04,0.05,0.01,0.05,4,0,0.0,0.25,0.0,0.0,,25.3,0.0,0.03,-0.1,-0.1,514.0,680.0,75.6,7575.0,3317.0,305.0,348.0,87.6,160.0,222.0,72.1,30.0,55.0,54.5,10.0,26.0,12.0,8.0,22.0,512.0,167.0,6.0,0.0,3.0,43,161.0,0.0,0.0,0.0,0.0,1.0,20.0,21.0,1.32,19.0,0.0,0.0,0.0,2.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,854.0,64.0,285.0,333.0,244.0,12.0,854.0,13.0,30.0,43.3,23.0,11.0,423.0,27.0,42.0,27,27.0,11.0,4.0,21.0,36.0,58.3,15.0,15.0,6.0,9.0,21,63.0,42.0,0.0
468,Natanael,br BRA,DFFW,Avaí,31,1990,16,14,1207,13.4,1,3,1,0,0,0,0,0.07,0.22,0.3,0.07,0.3,1.0,1.0,1.9,1.8,1.2,2.7,0.07,0.1417910447761194,0.13,0.2,0.07,0.2,18,3,16.7,1.34,0.22,0.06,0.33,24.9,2.0,0.05,0.0,0.0,345.0,537.0,64.2,6394.0,2580.0,148.0,183.0,80.9,132.0,184.0,71.7,55.0,142.0,38.7,15.0,23.0,16.0,13.0,22.0,418.0,118.0,31.0,1.0,7.0,106,56.0,31.0,16.0,11.0,0.0,1.0,10.0,22.0,1.64,13.0,6.0,2.0,0.0,0.0,1.0,4.0,0.3,3.0,1.0,0.0,0.0,0.0,0.0,659.0,37.0,182.0,248.0,237.0,17.0,659.0,10.0,23.0,43.5,15.0,9.0,344.0,41.0,31.0,19,22.0,6.0,3.0,17.0,29.0,58.6,12.0,10.0,1.0,9.0,12,43.0,20.0,0.0
481,Rodrigo Nestor,br BRA,MF,São Paulo,21,2000,29,27,2124,23.6,3,3,3,0,0,7,0,0.13,0.13,0.25,0.13,0.25,3.7,3.7,3.7,4.1,-1.1,7.8,0.16,0.15677966101694915,0.17,0.33,0.16,0.33,59,14,23.7,2.5,0.59,0.05,0.21,21.4,5.0,0.06,-0.7,-0.7,816.0,1045.0,78.1,13368.0,2991.0,414.0,474.0,87.3,308.0,379.0,81.3,64.0,116.0,55.2,41.0,54.0,22.0,5.0,57.0,963.0,79.0,30.0,5.0,3.0,87,7.0,40.0,28.0,6.0,0.0,3.0,26.0,81.0,3.43,47.0,16.0,4.0,10.0,2.0,2.0,6.0,0.25,5.0,0.0,0.0,1.0,0.0,0.0,1292.0,20.0,190.0,555.0,560.0,79.0,1292.0,22.0,53.0,41.5,38.0,27.0,860.0,138.0,34.0,19,13.0,16.0,5.0,14.0,39.0,35.9,25.0,18.0,3.0,15.0,26,60.0,12.0,0.0
485,Nino,br BRA,DF,Fluminense,24,1997,30,30,2511,27.9,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.6,-0.6,1.6,0.03,0.03225806451612903,0.02,0.06,0.03,0.06,16,4,25.0,0.57,0.14,0.0,0.0,14.3,0.0,0.06,-0.9,-0.9,1441.0,1594.0,90.4,26594.0,9375.0,593.0,630.0,94.1,672.0,713.0,94.2,155.0,206.0,75.2,8.0,82.0,2.0,0.0,63.0,1528.0,65.0,60.0,1.0,19.0,1,3.0,0.0,0.0,0.0,0.0,1.0,10.0,28.0,1.0,24.0,1.0,0.0,3.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,1831.0,214.0,890.0,884.0,64.0,22.0,1831.0,13.0,18.0,72.2,9.0,8.0,1300.0,1.0,28.0,21,20.0,6.0,2.0,12.0,20.0,60.0,8.0,27.0,17.0,10.0,31,59.0,94.0,0.0
488,Nonato,br BRA,MF,Fluminense,23,1998,17,11,1090,12.1,0,2,0,0,0,3,1,0.0,0.17,0.17,0.0,0.17,0.4,0.4,1.5,1.0,1.0,1.4,0.03,0.12396694214876033,0.08,0.11,0.03,0.11,11,3,27.3,0.91,0.25,0.0,0.0,24.3,0.0,0.04,-0.4,-0.4,832.0,970.0,85.8,12170.0,3559.0,471.0,510.0,92.4,293.0,338.0,86.7,35.0,63.0,55.6,24.0,85.0,22.0,6.0,66.0,932.0,36.0,19.0,2.0,2.0,38,5.0,12.0,4.0,6.0,0.0,2.0,13.0,47.0,3.88,39.0,4.0,0.0,1.0,2.0,1.0,5.0,0.41,4.0,0.0,0.0,1.0,0.0,0.0,1082.0,35.0,188.0,619.0,278.0,11.0,1082.0,11.0,24.0,45.8,15.0,16.0,876.0,24.0,23.0,14,4.0,14.0,5.0,13.0,28.0,46.4,15.0,16.0,3.0,13.0,12,35.0,9.0,0.0
489,Nonoca,br BRA,MF,Avaí,23,1998,21,12,1036,11.5,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.4,-0.4,1.3,0.08,0.017391304347826087,0.03,0.12,0.08,0.12,13,3,23.1,1.13,0.26,0.0,0.0,24.2,0.0,0.07,-1.0,-1.0,441.0,503.0,87.7,7501.0,1929.0,205.0,223.0,91.9,191.0,211.0,90.5,38.0,53.0,71.7,9.0,38.0,1.0,0.0,30.0,488.0,15.0,15.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,30.0,2.61,21.0,0.0,3.0,1.0,3.0,2.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,640.0,34.0,182.0,404.0,66.0,8.0,640.0,9.0,18.0,50.0,18.0,14.0,397.0,6.0,27.0,14,12.0,13.0,2.0,14.0,20.0,70.0,6.0,10.0,2.0,8.0,8,35.0,18.0,0.0
493,Yuri Oliveira Lima,br BRA,MF,Juventude,27,1994,22,19,1515,16.8,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.0,0.5,-0.5,1.1,0.04,0.05952380952380952,0.03,0.07,0.04,0.07,16,6,37.5,0.95,0.36,0.0,0.0,24.3,0.0,0.04,-0.6,-0.6,745.0,876.0,85.0,13426.0,4292.0,316.0,354.0,89.3,344.0,396.0,86.9,74.0,100.0,74.0,15.0,87.0,5.0,2.0,71.0,842.0,33.0,28.0,4.0,2.0,6,4.0,0.0,0.0,0.0,0.0,1.0,6.0,38.0,2.26,36.0,1.0,0.0,1.0,0.0,0.0,4.0,0.24,4.0,0.0,0.0,0.0,0.0,0.0,1016.0,36.0,256.0,628.0,136.0,9.0,1016.0,12.0,14.0,85.7,17.0,12.0,705.0,12.0,31.0,15,16.0,13.0,2.0,11.0,37.0,29.7,26.0,17.0,6.0,11.0,20,51.0,14.0,0.0
495,Leo Ortiz,br BRA,DF,Bragantino,26,1996,22,21,1923,21.4,1,2,1,0,0,4,0,0.05,0.09,0.14,0.05,0.14,0.8,0.8,1.2,0.8,1.2,1.6,0.04,0.056074766355140186,0.04,0.08,0.04,0.08,11,1,9.1,0.51,0.05,0.09,1.0,12.4,0.0,0.08,0.2,0.2,1011.0,1197.0,84.5,23615.0,10502.0,244.0,280.0,87.1,539.0,592.0,91.0,223.0,297.0,75.1,11.0,122.0,14.0,5.0,111.0,1129.0,62.0,58.0,0.0,47.0,13,4.0,0.0,0.0,0.0,0.0,6.0,12.0,39.0,1.83,33.0,0.0,1.0,3.0,0.0,2.0,7.0,0.33,6.0,0.0,0.0,0.0,0.0,1.0,1415.0,201.0,691.0,693.0,44.0,12.0,1415.0,13.0,15.0,86.7,10.0,2.0,896.0,4.0,22.0,11,12.0,9.0,1.0,17.0,25.0,68.0,8.0,36.0,25.0,11.0,27,49.0,97.0,1.0
497,Otávio,br BRA,MF,Atlético Mineiro,27,1994,24,11,1160,12.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,-0.1,0.2,0.01,0.015503875968992248,0.01,0.01,0.01,0.01,4,1,25.0,0.31,0.08,0.0,0.0,29.3,0.0,0.03,-0.1,-0.1,812.0,892.0,91.0,14167.0,3909.0,339.0,360.0,94.2,394.0,427.0,92.3,64.0,80.0,80.0,3.0,60.0,2.0,0.0,44.0,860.0,31.0,28.0,0.0,2.0,5,3.0,0.0,0.0,0.0,0.0,1.0,4.0,11.0,0.85,8.0,0.0,1.0,0.0,0.0,2.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,995.0,28.0,250.0,700.0,55.0,4.0,995.0,4.0,6.0,66.7,7.0,5.0,722.0,9.0,34.0,19,16.0,17.0,1.0,14.0,32.0,43.8,18.0,22.0,3.0,19.0,12,46.0,13.0,1.0
